,index_party,sent
3456,3456,"Da ein gemeinsames Vorgehen aller europäischen Mitgliedstaaten derzeit nicht möglich erscheint, wollen wir mit jenen Staaten vorangehen, die die Seenotrettung als völkerrechtliche Pflicht ernst nehmen, und einen eigenen Beitrag leisten: Gerettete müssen zum nächsten sicheren Hafen gebracht werden, um dann nach einem Verteilmechanismus unverzüglich auf aufnahmebereite Mitgliedstaaten, Regionen oder Städte aufgeteilt zu werden."
3457,3457,"Wir stehen fest an der Seite zivilgesellschaftlicher Rettungsinitiativen und treten dafür ein, dass die Kriminalisierung und behördliche Behinderung ihrer Arbeit beendet wird."
3458,3458,So wollen wir die Registrierung von Schiffen der Menschenrechtsbeobachtungsund Seenotrettungsorganisationen rechtssicher und einfacher gestalten.
3459,3459,"Wir setzen auf eine europäische Grenzkontrolle, die den gemeinsamen Schutz der Menschenrechte zur Grundlage hat und ihre Aufgaben wahrnimmt, ohne sie zur Fluchtabwehr zu missbrauchen."
3460,3460,"Das Asylrecht beruht auf der Einzelfallprüfung, das völkerund europarechtlich verbriefte Nichtzurückweisungsgebot gilt immer und überall."
3461,3461,Die Genfer Flüchtlingskonvention gilt uneingeschränkt.
3462,3462,Ihre Aushöhlung führt weder zu mehr Sicherheit noch zu mehr europäischer Handlungsfähigkeit in der Geflüchtetenpolitik.
3463,3463,"Dennoch erleben wir derzeit einen systematischen Rechtsbruch an den EU-Außengrenzen: Menschen werden misshandelt, schutzlos auf dem Wasser zurückgelassen oder ohne Zugang zu Asylverfahren abgewiesen."
3464,3464,"Pushbacks, von nationalen Grenzpolizeien oder Frontex begangen, müssen rechtlich und politisch geahndet werden."
3465,3465,"Deutschland darf sich an völkerund menschenrechtswidrigen Einsätzen nicht beteiligen, Verstöße müssen verfolgt werden und Konsequenzen haben."
3466,3466,"Wir werden uns dafür einsetzen, dass Intransparenz und Menschenrechtsverletzungen bei EU-Agenturen wie Frontex kei- Kapitel 6 nen Raum mehr haben."
3467,3467,"Wir unterstützen die europäischen Initiativen, die die strukturellen Probleme beim Menschenrechtsschutz bei den Grenzkontrollen mit strukturellen Veränderungen beheben wollen."
3468,3468,"Das staatliche und zivilgesellschaftliche Menschenrechtsmonitoring, vor allem durch die EU-Grundrechteagentur, wollen wir ausbauen."
3469,3469,Es bedarf einer engen parlamentarischen Kontrolle von Frontex-Einsätzen sowie einer systematischen Menschenrechtsbeobachtung vor Ort.
3470,3470,242 Bundestagswahlprogramm 2021 BÜNDNIS 90 / DIE GRÜNEN  Aufnahmeund Transitländer unterstützen Die humanitäre Versorgung von Geflüchteten außerhalb der Europäischen Union ist Bestandteil unserer globalen Verantwortung.
3471,3471,"Wir wollen die finanzielle und logistische Unterstützung von Erstaufnahmeund Transitländern wie der Türkei, dem Libanon, dem Sudan, Pakistan oder Uganda sowie der dort tätigen Hilfsorganisationen ausbauen."
3472,3472,"Die deutsche und europäische Zusammenarbeit mit Drittstaaten muss stets so erfolgen, dass Menschenund Grundrechte sowie internationale Asylstandards eingehalten werden."
3473,3473,"Sie darf außerdem nicht auf die Verhinderung von Flucht abzielen, wie es derzeit mit der sogenannten libyschen Küstenwache und der Erdogan-Regierung der Fall ist."
3474,3474,"Die bestehenden „Migrationspartnerschaften“, die Fluchtabwehr und Rückführungen zur Bedingung etwa von Entwicklungszusammenarbeit machen, lehnen wir daher ab, genauso wie die Kooperation mit der libyschen Küstenwache."
3475,3475,"Statt „sichere Herkunftsländer“ zu definieren, brauchen wir für Rückführungen menschenrechtskonforme Rückübernahmeabkommen."
3476,3476,"Wir wollen denjenigen Ländern, die ihren Staatsbürger*innen nach einer Rückkehr Sicherheit effektiv garantieren, im Gegenzug über Visaerleichterungen oder Ausbildungspartnerschaften verlässliche Aussicht auf eine geordnete Migration eröffnen."
3477,3477,"Rückübernahmeabkommen dürfen aber nicht zur Bedingung in anderen Politikbereichen, etwa entwicklungspolitischer oder rechtsstaatlicher Unterstützung, gemacht werden, nicht für Drittstaatsangehörige gelten oder das Einwanderungsrecht konterkarieren."
3478,3478,Fluchtursachen strukturell angehen Uns ist bewusst: Nicht alle Ursachen von Vertreibung können wir beeinflussen.
3479,3479,"Viele Menschen fliehen, weil sie verfolgt oder ihnen grundlegende Rechte vorenthalten werden."
3480,3480,"Umso entscheidender ist Kapitel 6 konsequentes Handeln überall dort, wo auch unser Wirtschaften und Konsumieren andernorts zu Ausbeutung oder Perspektivlosigkeit führen."
3481,3481,"So wollen wir verhindern, dass Menschen überhaupt fliehen und ihre bisherige Heimat unfreiwillig verlassen müssen."
3482,3482,Deshalb rücken wir die strukturellen Ursachen von Flucht und Vertreibung und unsere dahin gehende Verantwortung ins Zentrum unserer Politik.
3483,3483,"Denn viele politische Entscheidungen, die wir in Deutschland und Europa treffen, Bundestagswahlprogramm 2021 BÜNDNIS 90 / DIE GRÜNEN 243  haben direkte Auswirkungen auf die Lebensbedingungen in anderen Weltregionen."
3484,3484,"Wir machen uns deshalb stark für zivile Krisenprävention und wollen mit einer restriktiven Ausfuhrkontrolle europäische Rüstungsexporte an Diktaturen, menschenrechtsverachtende Regime und in Kriegsgebiete beenden."
3485,3485,"Wir setzen uns für ein gerechtes Handelssystem ein, das auch den Interessen der Menschen im globalen Süden dient."
3486,3486,Und wir treiben die sozial-ökologische Transformation unserer Wirtschaft voran.
3487,3487,Wir streiten für eine gerechte Weltwirtschaftsordnung Globale Krisenprävention Die Corona-Krise führt in vielen Ländern des globalen Südens zu Kapitalflucht und Währungskrisen und offenbart so die Schwächen der Währungsordnung.
3488,3488,Unser Ziel bleibt langfristig der Aufbau eines kooperativen Weltwährungssystems.
3489,3489,Der IWF muss in Krisensituationen sehr viel mehr Liquidität unkonditioniert bereitstellen können.
3490,3490,Dafür werden wir uns für eine deutliche Aufstockung der Sonderziehungsrechte einsetzen.
3491,3491,"Deutschland und Europa könnten vorangehen und nicht genutzte Sonderziehungsrechte Ländern des globalen Südens zur Verfügung stellen, wie Kanada es bereits getan hat."
3492,3492,Der IWF sollte Ländern des globalen Südens auch bei der Einführung und Durchführung von Kapitalverkehrskontrollen helfen und dafür mit den Staaten mit globalen Finanzzentren zusammenarbeiten.
3493,3493,Das Stimmengewicht muss sich zugunsten von Ländern des globalen Südens verschieben.
3494,3494,Die EU-Staaten sollten ihre Stimmrechte zusammenlegen.
3495,3495,"Kapitel 6 Entwicklung ermöglichen, Schuldenkrisen lösen Viele Länder des globalen Südens befinden sich in einer Schuldenkrise."
3496,3496,"Das derzeitige Schuldendienstmoratorium ist richtig, verschiebt das Problem aber in die Zukunft."
3497,3497,"Wir brauchen solide Schuldenrestrukturierungen und auch Schuldenerlasse, die Ländern Luft für eine nachhaltige Entwicklung verschaffen."
3498,3498,"Um für künftige Überschul- 244 Bundestagswahlprogramm 2021 BÜNDNIS 90 / DIE GRÜNEN  dungskrisen vorzusorgen, setzen wir uns für ein bei den Vereinten Nationen angesiedeltes, transparentes und unabhängiges Schuldenrestrukturierungsverfahren für Staaten ein."
3499,3499,"Private Gläubiger*innen müssen rechtlich dazu verpflichtet werden, an einem solchen Verfahren teilzunehmen, damit Entschuldungen nicht mehr blockiert werden können und so etwa Geierfonds auf Kosten anderer profitieren."
3500,3500,"Solange eine internationale Lösung nicht durchsetzbar ist, müssen Deutschland und andere Regierungen mit koordinierter Gesetzgebung den Anfang machen."
3501,3501,"Damit wollen wir den zu hoch verschuldeten Staaten im globalen Süden weitere Handlungsspielräume für sozial-ökologische Transformationsprozesse ermöglichen, etwa um ihre Gesundheits-, Bildungsund Sozialsysteme zu verbessern."
3502,3502,Spekulation mit Nahrungsmitteln verbieten Nahrungsmittelpreise sind oft starken Schwankungen unterworfen.
3503,3503,"Verantwortlich dafür sind nicht nur Wetter und Ernten, sondern auch skrupellose Spekulant*innen, denen die Gewinnmaximierung vor Nahrungsmittelsicherheit geht."
3504,3504,"Auch andere lebenswichtige Ressourcen, wie Wasser, werden immer mehr zu einer spekulativen Ware."
3505,3505,"Wir werden uns in der EU für striktere Regulierungen einsetzen, um exzessive Nahrungsmittelspekulation zu verhindern."
3506,3506,Dafür braucht es strenge Berichtspflichten für Händler*innen sowie strikte Preisund Positionslimits an allen europäischen Rohstoff-Börsen.
3507,3507,"So wirken wir unkontrollierten, marktverzerrenden Spekulationen entgegen, ohne die für die Agrarbranche wichtigen Absicherungsmechanismen an den Terminmärkten zu gefährden."
3508,3508,"Wir treten ein für Frieden und Sicherheit Kapitel 6 Vorausschauend für den Frieden Unsere Außenund Sicherheitspolitik zielt darauf, Konflikte zu verhindern, und setzt deshalb auf Vorausschau gemäß der VN-Agenda für nachhaltige Entwicklung."
3509,3509,Deutschland soll bei der politischen Entschärfung von Konflikten und in der zivilen Konfliktbearbeitung auf globaler Ebene eine treibende Kraft werden.
3510,3510,Wir ergänzen den traditi- Bundestagswahlprogramm 2021 BÜNDNIS 90 / DIE GRÜNEN 245  onellen Sicherheitsbegriff um die menschliche Sicherheit und rücken damit die Bedürfnisse von Menschen in den Fokus.
3511,3511,"Den Europäischen Auswärtigen Dienst (EAD) und die Gemeinsame Außenund Sicherheitspolitik (GASP) gilt es zu stärken, einschließlich der Rolle des/der Hohen Vertreter*in."
3512,3512,"Die Leitlinien „Krisen verhindern, Konflikte bewältigen, Frieden fördern“ wollen wir um einen Aufbauplan mit zivilen Planzielen ergänzen und den Auswärtigen Dienst für dessen heutige Aufgaben fit machen."
3513,3513,Die personellen und finanziellen Mittel für zivile Krisenprävention sollten gezielt erhöht und durch eine Reform des Zuwendungsrechts langfristig planbarer werden.
3514,3514,"Wir wollen eine permanente und schnell einsatzbereite Reserve an EU-Mediator*innen und Expert*innen für Konfliktverhütung, Friedenskonsolidierung und Mediation aufbauen."
3515,3515,"Wir wollen mehr ressortgemeinsame Analysen, Krisenfrüherkennung und Projektplanung, eine engere Abstimmung mit internationalen Partner*innen sowie einen angemessen ausgestatteten Fonds „Krisenprävention, Konfliktbewältigung und Friedensförderung“."
3516,3516,Wir möchten lokale zivilgesellschaftliche Konzepte und Akteur*innen in der Friedensförderung stärker unterstützen.
3517,3517,"Den Zivilen Friedensdienst (ZFD) wollen wir weiterentwickeln und bedarfsgerecht ausbauen, das Zentrum für Internationale Friedenseinsätze (ZIF) sowie die Friedensund Konfliktforschung stärken."
3518,3518,"Das Stiftungskapital der Deutschen Stiftung Friedensforschung wollen wir erhöhen, den neu eingerichteten Fachbereich an der Deutschen Hochschule der Polizei und andere wissenschaftliche Einrichtungen insbesondere personell und durch Strategien der Entfristung stärker fördern."
3519,3519,Auch die Erfolge und Chancen der zivilen Krisenprävention und Konfliktbearbeitung wollen wir der Bevölkerung durch mehr und zielgerichtete Öffentlichkeitsarbeit vermitteln.
3520,3520,"Internationale Politik feministisch gestalten Kapitel 6 Wir gestalten unsere Außen-, Entwicklungs-, Handelsund Sicherheitspolitik feministisch."
3521,3521,"Frauen, Mädchen und marginalisierte Gruppen wie LSBTIQ*-Personen sind in besonderem Maße von Kriegen, Konflikten und Armut betroffen."
3522,3522,"Die Wahrung ihrer Rechte und ihrer Rolle als Gestalter*innen in der internationalen Politik fördert Frieden, Entwicklung, Stabilität und Sicherheit."
3523,3523,"Es geht darum, die diversen Perspektiven von Frauen, Mädchen und marginalisierten Gruppen zu 246 Bundestagswahlprogramm 2021 BÜNDNIS 90 / DIE GRÜNEN  stärken, zu schützen und bei allen bioder multilateralen Verhandlungen immer mindestens gleichberechtigt einzubeziehen."
3524,3524,Dazu braucht es auch Genderanalysen für einzelne Länderkontexte in regelmäßigen Abständen und eine enge Zusammenarbeit mit feministischen Akteur*innen in Deutschland und in Partnerländern.
3525,3525,"Wir wollen sie nachhaltig finanziell und politisch unterstützen und bedarfsgerechte Strategien, Gender Budgeting und eine bessere Ressortkoordinierung stärken."
3526,3526,"Es gilt die Umsetzung der Agenda 1325 „Frauen, Frieden, Sicherheit“ innerhalb Deutschlands wie international voranzutreiben, sexualisierte und genderbasierte Gewalt entschieden einzudämmen, die reproduktiven Rechte von Frauen zu schützen und die Sicherheit und Partizipation von Frauen und Mädchen in der Prävention gegen Konflikte, bei der Transformation von Konflikten und in Stabilisierungsprozessen in den Fokus zu nehmen."
3527,3527,"Geschlechterbildern, die sich nachteilig auf Frieden, Sicherheit und Entwicklung auswirken, möchten wir entgegenwirken."
3528,3528,Hierzu wollen wir gemeinsam mit Zivilgesellschaft und Wissenschaft verbindliche Leitlinien für eine feministische Außenpolitik der Bundesregierung erarbeiten.
3529,3529,Koloniales Unrecht aufarbeiten und internationale Beziehungen dekolonialisieren Ziel unserer internationalen Politik ist eine selbstkritische und gleichberechtigte Zusammenarbeit.
3530,3530,"Wir können das Unrecht, das die Menschen in den früheren Kolonien des Deutschen Reiches erleiden mussten, weder ungeschehen machen noch wiedergutmachen."
3531,3531,"Umso wichtiger ist es, dass wir vergangenes Unrecht wie den Völkermord an den Ovaherero und Nama benennen, für diese und andere begangene Verbrechen wie im Maji-Maji-Aufstand um Vergebung bitten und dafür mit Worten und Taten Verantwortung übernehmen."
3532,3532,Aber aus den Verbrechen der Kolonialzeit erwächst auch eine besondere Verantwor- Kapitel 6 tung für unser internationales Handeln heute.
3533,3533,"Wir wollen strukturelle Ungerechtigkeiten, wie benachteiligende Klauseln in Handelsabkommen, ungerechte Wohlstandsverteilung und fehlende Repräsentanz im VN-Sicherheitsrat, Stück für Stück abbauen."
3534,3534,Auch unser Naturund Umweltschutz muss postkolonial sein.
3535,3535,"Das bedeutet, die Menschenund Landrechte indigener und lokaler Gemeinschaften zu stärken und zu achten."
3536,3536,"Die lokale Zivilgesellschaft, Menschen in der Diaspora und Bundestagswahlprogramm 2021 BÜNDNIS 90 / DIE GRÜNEN 247  Nachfahren der Opfer kolonialer Verbrechen sind Partner*innen."
3537,3537,"Mit ihnen gemeinsam wollen wir Prozesse zur Aufarbeitung stärken und zusammen mit unseren europäischen Partner*innen dafür sorgen, dass eine umfangreiche Aufarbeitung der kolonialen Verbrechen stattfindet."
3538,3538,"Auswärtige Kulturund Bildungspolitik stärken Gerade vor dem Hintergrund des zunehmenden Autoritarismus und der weltweiten Angriffe auf Kunstund Wissenschaftsfreiheit wollen wir die Zusammenarbeit mit der UNESCO und dem Europarat intensivieren und die Auswärtige Kultur-, Bildungsund Wissenschaftspolitik stärken."
3539,3539,"Sie sichert Zugänge zur Zivilgesellschaft, vor allem in Krisenzeiten, stärkt demokratischen Austausch und baut neue Partnerschaften auf."
3540,3540,Das zivilgesellschaftliche Eine-Welt-Engagement und die entwicklungspolitische Bildungsarbeit wollen wir stärker unterstützen.
3541,3541,Auch die Aufarbeitung der Verbrechen des Nationalsozialismus werden wir durch internationale Kulturund Jugendbegegnungen und durch zivilgesellschaftlichen Austausch stärken.
3542,3542,"Unser Ziel ist es, dass alle jungen Menschen während ihrer Schul-, Ausbildungsoder Studienzeit die Möglichkeit haben, europäische bzw."
3543,3543,internationale Austauscherfahrungen zu sammeln.
3544,3544,Die Verantwortung für die koloniale Vergangenheit Deutschlands wollen wir zum Beispiel in gemeinsamen Geschichtsbuchkommissionen mit ehemaligen kolonialisierten Staaten aufarbeiten.
3545,3545,"Kulturmittlerorganisationen, wie etwa Goethe- Institute, und die deutschen Schulen im Ausland sollen finanziell besser ausgestattet und digital fit gemacht werden, die Programme für verfolgte Künstler*innen und Wissenschaftler*innen sowie Maßnahmen gegen Desinformationskampagnen wollen wir verstärken."
3546,3546,"Europarat und OSZE stärken Kapitel 6 Frieden in Europa bedeutet mehr als Frieden, Sicherheit und Stabilität in der EU."
3547,3547,"Damit die Vision einer friedlichen Zukunft für alle Europäer*innen Wirklichkeit werden kann, wollen wir die gemeinsamen, über die EU hinausreichenden europäischen Institutionen wie den Europarat und die OSZE stärken und weiterentwickeln, auch damit wir alle europäischen Staaten einbinden."
3548,3548,Nur so können wir tatsächlich ein effektives und starkes System kollektiver Sicherheit in ganz 248 Bundestagswahlprogramm 2021 BÜNDNIS 90 / DIE GRÜNEN  Europa schaffen.
3549,3549,"Es bleibt unser Ziel, die östlichen Nachbarstaaten der Europäischen Union auf der Basis gemeinsamer Werte für eine solche Perspektive zu gewinnen und die demokratischen Zivilgesellschaften vor Ort zu unterstützen, was gerade angesichts der nationalistischen und rückwärtsgewandten Politik Russlands, die Europas Sicherheit und die Selbstbestimmung der Nachbarländer Russlands untergräbt, nötig ist."
3550,3550,Die OSZE als Forum für Dialog und fairen Interessenausgleich braucht mehr finanzielle und personelle Ressourcen sowie ein aktiveres Engagement seitens der Bundesregierung und der teilnehmenden Parlamentarier*innen.
3551,3551,"Sie soll als Akteurin für Rüstungsbegrenzung, Abrüstung und den gemeinsamen Kampf gegen die Klimakrise gestärkt sowie in ihren Aktivitäten zur Umsetzung des Minsker Abkommens unterstützt werden."
3552,3552,"Den andauernden Versuchen autoritärer Staaten, die OSZE-Agenda entlang ihrer Interessen zu dominieren, kann nur gemeinsam mit anderen liberalen Demokratien der OSZE für eine wertegeleitete und völkerrechtsorientierte Politik begegnet werden."
3553,3553,Neuer Schub für Abrüstung Abrüstung und Rüstungskontrolle bedeuten global mehr Sicherheit für alle.
3554,3554,Angesichts der wachsenden militärischen Risiken in Europa ist eine Wiederbelebung der konventionellen Rüstungskontrolle unabdingbar.
3555,3555,Erste Schritte sollen weitere deeskalierende Maßnahmen in Konfliktzonen sowie die Wiederaufnahme des Sicherheitsdialogs und militärischer Kontakte zwischen NATO und Russland sein.
3556,3556,"Auch über Europa hinaus wollen wir alle Länder einbeziehen, insbesondere auch China."
3557,3557,Unser Anspruch ist noch immer nichts Geringeres als eine atomwaffenfreie Welt.
3558,3558,Nach der Aufkündigung des Vertrags über nukleare Mittelstreckensysteme (INF-Vertrag) zwischen den USA und Russland ist eine neue Vertragsinitiative nötig.
3559,3559,Eine Stationierung neuer Mit- Kapitel 6 telstreckenraketen auf dem europäischen Kontinent lehnen wir ab.
3560,3560,"Wir wollen den transatlantischen Neustart nach der US-Präsidentschaftswahl und das Wiederbeleben des New-START-Vertrags nutzen, um mit den USA über Barack Obamas „Global Zero“ ins Gespräch zu kommen."
3561,3561,Wir wollen ein Deutschland frei von Atomwaffen und einen Beitritt Deutschlands zum VN-Atomwaffenverbotsvertrag.
3562,3562,Eine Welt ohne Atomwaffen gibt es nur über Zwischenschritte.
3563,3563,Als ersten Schritt Bundestagswahlprogramm 2021 BÜNDNIS 90 / DIE GRÜNEN 249  sollte Deutschland als Beobachter an der Vertragsstaatenkonferenz teilnehmen.
3564,3564,"Darüber hinaus wollen wir in der kommenden Legislaturperiode folgende Prozesse initiieren: eine internationale Initiative zur Reduzierung der Zahl von Atomwaffen, einen Verzicht der NATO auf jeden Erstschlag und eine breite öffentliche Debatte über die veralteten Abschreckungsdoktrinen des Kalten Krieges."
3565,3565,"Wir wissen, dass dafür – auch angesichts der russischen konventionellen und nuklearen Aufrüstung – zahlreiche Gespräche im Bündnis notwendig sind, auch mit unseren europäischen Partnerstaaten, und vor allem die Stärkung der Sicherheit und Rückversicherung unserer polnischen und baltischen Bündnispartner*innen."
3566,3566,"Keine deutschen Waffen in Kriegsgebiete und Diktaturen Exporte von Waffen und Rüstungsgütern an Diktaturen, menschenrechtsverachtende Regime und in Kriegsgebiete verbieten sich."
3567,3567,Für die Reduktion von europäischen Rüstungsexporten wollen wir eine gemeinsame restriktive Rüstungsexportkontrolle der EU mit einklagbaren strengen Regeln und Sanktionsmöglichkeiten.
3568,3568,"Kooperationen mit dem Sicherheitssektor anderer Staaten müssen an die Einhaltung demokratischer, rechtsstaatlicher und menschenrechtlicher Kriterien geknüpft werden."
3569,3569,"Für Deutschland werden wir ein Rüstungsexportkontrollgesetz vorlegen, ein Verbandsklagerecht bei Verstößen gegen das neue Gesetz einführen und für eine wirksame Endverbleibskontrolle sorgen."
3570,3570,Hermesbürgschaften für Rüstungsexporte darf es nicht geben.
3571,3571,Den Einsatz von Sicherheitsfirmen in internationalen Konflikten wollen wir streng regulieren und private Militärfirmen verbieten.
3572,3572,"Autonome tödliche Waffensysteme international ächten Autonome tödliche Waffensysteme, die keiner wirksamen Steuerung Kapitel 6 mehr durch den Menschen bei Auswahl und Bekämpfung von Zielen unterliegen, stellen eine unberechenbare Bedrohung dar."
3573,3573,"Im Sinne von Frieden und Stabilität wollen wir Autonomie in Waffensystemen international verbindlich regulieren und Anwendungen, die gegen ethische und völkerrechtliche Grundsätze verstoßen, international verbindlich ächten und verbieten."
3574,3574,Das gilt auch für digitale Waffen wie Angriffsund Spionagesoftware.
3575,3575,Hierbei müssen Deutschland und 250 Bundestagswahlprogramm 2021 BÜNDNIS 90 / DIE GRÜNEN  die EU eine globale Führungsrolle einnehmen.
3576,3576,"Um eine Militarisierung des Weltraumes zu verhindern, wollen wir weiterentwickelte, international verbindliche Regeln auf den Weg bringen."
3577,3577,"Sicherheit im Cyberund Informationsraum schaffen Digitalisierung und neue Technologien bieten viele neue Möglichkeiten, schaffen aber auch Risiken für offene, demokratische Gesellschaften und werfen in bestimmten Bereichen schwerwiegende ethische, politische und rechtliche Fragen auf."
3578,3578,"Sie verändern Möglichkeiten staatlicher und nichtstaatlicher Einflussnahme auf individuelle Freiheiten und gesellschaftliche Diskurse, demokratische Abstimmungsprozesse sowie die moderne Kriegsführung."
3579,3579,"Der Staat ist in der Pflicht, die Bevölkerung effektiv vor solchen Angriffen zu schützen."
3580,3580,"Für Früherkennung, Analyse und das gemeinsame Vorgehen staatlicher Stellen braucht es ressortübergreifende Strategien zur Bekämpfung hybrider Bedrohungen, klare rechtliche Vorgaben und eine starke parlamentarische Kontrolle für das Handeln der Bundeswehr im Cyberraum."
3581,3581,Die Bundeswehr braucht ein an Schutz und Defensive orientiertes Selbstverständnis im digitalen Raum.
3582,3582,Gleichzeitig müssen alle staatlichen Institutionen kontinuierlich ihre Resilienz stärken und gerade Betreiber*innen kritischer Infrastrukturen hierbei unterstützt werden.
3583,3583,"Wir setzen uns für neue internationale Übereinkünfte ein, um die Rüstungskontrolle digitaler Güter und das Völkerrecht zu stärken."
3584,3584,Die Gültigkeit der VN-Charta muss ausgedehnt und das humanitäre Völkerrecht auch im Cyberraum angewendet werden.
3585,3585,"Hierfür muss auch die europäische Zusammenarbeit ausgebaut werden, wozu Deutschland einen entsprechenden Beitrag leisten muss."
3586,3586,"Internationale Schutzverantwortung wahrnehmen Kapitel 6 Es ist wichtig, frühzeitig auf Konflikte einzuwirken und zu verhindern, dass sie zu bewaffneten Auseinandersetzungen eskalieren."
3587,3587,"Uns leitet das Konzept der „Responsibility to Prepare, Protect and Rebuild“ der Vereinten Nationen, das die Staatengemeinschaft verpflichtet, Menschen vor schwersten Menschenrechtsverletzungen und Verbrechen gegen die Menschlichkeit sowie Völkermord zu schützen."
3588,3588,"Die Staaten sind gleichermaßen verpflichtet, ihre Instrumente für Prävention, Bundestagswahlprogramm 2021 BÜNDNIS 90 / DIE GRÜNEN 251  Krisenreaktion und Nachsorge bzw."
3589,3589,Wiederaufbau kriegszerstörter Gesellschaften auszubauen.
3590,3590,"Wir unterstützen internationale Einsätze im Rahmen der Vereinten Nationen, die zu Stabilität, dem Schutz der Zivilbevölkerung und der Umsetzung von Friedensprozessen beitragen."
3591,3591,"Wir streben an, Ressourcenund Fähigkeitslücken in diesem Bereich zu beheben und den zivilen und militärischen Beitrag zu VN- Einsätzen signifikant zu erhöhen."
3592,3592,"Den Frauenanteil unter entsandten Einsatzkräften, Polizist*innen und Soldat*innen, besonders auch in Leitungspositionen, wollen wir durch gezielte Rekrutierung deutlich erhöhen."
3593,3593,"Die Anwendung militärischer Gewalt als Ultima Ratio, wenn alle anderen Möglichkeiten wie Sanktionen oder Embargos ausgeschöpft wurden, kann in manchen Situationen nötig sein, um Völkermord zu verhindern und die Möglichkeit für eine politische Lösung eines Konflikts zu schaffen."
3594,3594,"Ein Einsatz braucht einen klaren und erfüllbaren Auftrag, ausgewogene zivile und militärische Fähigkeiten und unabhängige (Zwischen-)Evaluierungen."
3595,3595,"Bewaffnete Einsätze der Bundeswehr im Ausland sind in ein System gegenseitiger kollektiver Sicherheit – das heißt nicht in verfassungswidrige Koalitionen der Willigen – und in ein politisches Gesamtkonzept einzubetten, basierend auf dem Grundgesetz und dem Völkerrecht."
3596,3596,"Bei Eingriffen in die Souveränität eines Staates oder dort, wo staatliche Souveränität fehlt, braucht es ein Mandat der Vereinten Nationen."
3597,3597,"Wenn das Vetorecht im Sicherheitsrat missbraucht wird, um schwerste Verbrechen gegen die Menschlichkeit zu decken, steht die Weltgemeinschaft vor einem Dilemma, weil Nichthandeln genauso Menschenrechte und Völkerrecht schädigt wie Handeln."
3598,3598,Moderne Bundeswehr Der Auftrag und die Aufgaben der Bundeswehr müssen sich an den realen und strategisch bedeutsamen Herausforderungen für Sicher- Kapitel 6 heit und Friedenssicherung orientieren und in ein gesamtstaatliches Handeln einfügen.
3599,3599,Deutschland soll sich auf seine Bündnispartner verlassen können und genauso sollen sich die Bündnispartner auf Deutschland verlassen können.
3600,3600,"Dazu gehört auch, dass die Bundeswehr entsprechend ihrem Auftrag und ihren Aufgaben personell und materiell sicher und planbar ausgestattet und bestmöglich organisiert sein muss."
3601,3601,"Dass Soldat*innen mit nicht ausreichender Schutz- 252 Bundestagswahlprogramm 2021 BÜNDNIS 90 / DIE GRÜNEN  ausrüstung in Einsätze gehen, ist nicht hinnehmbar."
3602,3602,"Neben einer ausreichenden und optimalen Ausrüstung zu jeder Zeit wollen wir, dass die Soldat*innen nach Einsätzen umfassend betreut und unterstützt werden und das Angebot für Einsatzgeschädigte ausgebaut wird."
3603,3603,Die Bundeswehr soll die Vielfalt und Diversität unserer Gesellschaft in ihrer Personalstruktur widerspiegeln.
3604,3604,Menschenfeindliche Ideologien und rechtsextremistisches Verhalten sind mit dem Auftrag der Bundeswehr und den Pflichten der Soldat*innen in keiner Weise vereinbar.
3605,3605,Daher werden wir dies konsequent verfolgen und derartige Strukturen zerschlagen.
3606,3606,"Neben der umfassenden Aufklärung ist die wirksame Prävention entscheidend, durch eine praktizierte und weiterentwickelte Innere Führung, verantwortungsbewusste Personalgewinnung und zeitgemäße, verbindliche politische Bildung."
3607,3607,"Die Rekrutierung Minderjähriger sowie den bewaffneten Einsatz der Bundeswehr im Inneren lehnen wir ab und wollen den Freiwilligen Wehrdienst im Heimatschutz beenden sowie die politische Bildung in Schulen, durch Stärkung ziviler Krisenprävention und Konfliktbearbeitung, gleichberechtigt gestalten."
3608,3608,Bewaffnete Drohnen wurden und werden vielfach auch von unseren Bündnispartnern für extralegale Tötungen und andere völkerrechtswidrige Taten eingesetzt.
3609,3609,Ein solcher Einsatz ist für uns GRÜNE undenkbar und mit dem deutschen Verfassungsund Wehrrecht nicht vereinbar.
3610,3610,"Gleichzeitig erkennen wir an, dass diese Systeme Soldat*innen in gewissen Situationen besser schützen können."
3611,3611,"Deshalb muss klargemacht werden, für welche Einsatzszenarien der Bundeswehr die bewaffneten Drohnen überhaupt eingesetzt werden sollen, bevor über ihre Beschaffung entschieden werden kann."
3612,3612,Auch technische Herausforderungen wie mögliche Hackability müssen in der Gesamtabwägung eine wichtige Rolle spielen.
3613,3613,NATO strategisch neu ausrichten Kapitel 6 Die NATO leidet unter divergierenden sicherheitspolitischen Interessen innerhalb der Allianz bis hin zu zwischenstaatlichen Konflikten.
3614,3614,Ihr fehlt in dieser tiefen Krise eine klare strategische Perspektive.
3615,3615,"Trotzdem bleibt sie aus europäischer Sicht neben der EU eine unverzichtbare Akteurin, die die gemeinsame Sicherheit Europas garantieren kann und die als Staatenbündnis einer Renationalisierung der Bundestagswahlprogramm 2021 BÜNDNIS 90 / DIE GRÜNEN 253  Sicherheitspolitik entgegenwirkt."
